Title,Artist,BPM,Key,Genre,Album,Grouping,Date Added,Location,Comment,Year,Overall Volume,Energy,CuePoints,ClippedPeaks
Rubberband Man (Intro Dirty),T.I.,154,2A,Hip Hop,,www.bpmsupreme.com,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\T.I. - Rubberband Man (Intro Dirty)_pn.mp3,2A - Energy 6 - www.bpmsupreme.com,2006,-12.9 dB,6,7,0
Rave After Rave (Original Mix),W&W,128,11A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\W&W - Rave After Rave (Original Mix)_pn.mp3,11A - Energy 7 - www.mediahuman.com,,-12.8 dB,7,8,0
Sweet Nothing (Qulinez Remix),Calvin Harris feat. Florence Welch,128,1A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Calvin Harris feat. Florence Welch - Sweet Nothing (Qulinez Remix)_pn.mp3,1A - Energy 8 - www.mediahuman.com,,-13.1 dB,8,8,0
Melody (Clean Short Edit),Lost Frequencies ft James Blunt,120,8A,Dance Pop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Lost Frequencies ft James Blunt - Melody (Clean Short Edit)_pn.mp3,8A - Energy 8,2018,-12.9 dB,8,6,0
Finally Moving,Pretty Lights,100,12A,,,,12/19/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs From Spotify\Songs From Spotify Fixed\Pretty Lights - Finally Moving_pn.mp3,12A - Energy 6 - www.mediahuman.com,,-13.3 dB,6,8,0
Mr. Percocet,Noah Cyrus,133,10B,,,,5/12/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Noah Cyrus - Mr. Percocet_pn.mp3,10B - Energy 6 - www.mediahuman.com,,-13.1 dB,6,4,0
Hollaback Girl (Intro Dirty),Gwen Stefani,110,2A,Pop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Gwen Stefani - Hollaback Girl (Intro Dirty)_pn.mp3,2A - Energy 6,,-12.8 dB,6,8,0
Canción Bonita,"Carlos Vives, Ricky Martin",92,8B,,,,2/25/2023,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\SAS LT\Carlos Vives, Ricky Martin - Canción Bonita_pn.mp3",8B - Energy 7 - www.mediahuman.com,,-13.0 dB,7,8,0
Hungry (Quick Hit Dirty),Fergie ft Rick Ross,117,4A,Hip Hop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Fergie ft Rick Ross - Hungry (Quick Hit Dirty)_pn.mp3,4A - Energy 7,2017,-12.9 dB,7,5,0
Jackie Chan (Dirty Extended),Tiesto & Dzeko ft Preme & Post Malone,128,2A,Dance Pop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Tiesto & Dzeko ft Preme & Post Malone - Jackie Chan (Dirty Extended)_pn.mp3,2A - Energy 6,2018,-12.8 dB,6,8,0
Ride With Me (Dirty),Nelly,102,9B,Rap,Country grammar,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs From Old Hard Drive Sounds Fixed\Nelly - Ride With Me_pn.mp3,9B - Energy 6,,-13.4 dB,6,5,0
It's My Life (Quick Hit Clean),No Doubt,126,1A,Alternative,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\No Doubt - It's My Life (Quick Hit Clean)_pn.mp3,1A - Energy 7,2003,-13.0 dB,7,3,0
Boom (Intro Dirty),Snoop Dogg ft T Pain,104,12A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Snoop Dogg ft T Pain - Boom (Intro Dirty)_pn.mp3,12A - Energy 7,,-12.9 dB,7,8,0
Sublime vs Biggie - “Santeria Dream”,Stick Figure,122,12B,,,,4/28/2025,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Stick Figure - Sublime vs Biggie - “Santeria Dream”_pn.mp3,12B - Energy 3 - www.mediahuman.com,,-11.3 dB,3,4,0
Powerglide (Quick Hit Dirty),Rae Sremmurd ft Juicy J,174,10A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Rae Sremmurd ft Juicy J - Powerglide (Quick Hit Dirty)_pn.mp3,10A - Energy 6,2018,-12.6 dB,6,5,0
"KEEP GOING (Official Music Video) ft. Lil Durk, 21 Savage, Roddy Ricch",DJ Khaled,151,9A,Other,,,10/28/2023,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\DJ Khaled - KEEP GOING (Official Music Video) ft. Lil Durk, 21 Savage, Roddy Ricch_pn.mp3",9A - Energy 5 - www.mediahuman.com,,-12.9 dB,5,4,0
Lonely Together (Clean) (Extended),Avicii ft Rita Ora,103,7A,Electronica,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Avicii ft Rita Ora - Lonely Together (Clean) (Extended)_pn.mp3,7A - Energy 7,2017,-12.8 dB,7,8,0
Lal Ghagra | Sahara | Undisputed,,135,7A,,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Indian Songs Fixed (Not Uploaded)\Lal Ghagra _ Sahara _ Undisputed_pn.mp3,7A - Energy 7 - www.mediahuman.com,,-13.0 dB,7,5,0
Home Alone (with Marnik),Naeleck & Vini Vici,150,1A,,,,12/25/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Naeleck & Vini Vici - Home Alone (with Marnik)_pn.mp3,1A - Energy 6 - www.mediahuman.com,,-12.9 dB,6,7,0
The Reason (Quick Hit Clean),Hoobastank,83,12B,Rock,,,4/28/2025,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Hoobastank - The Reason (Quick Hit Clean)_pn.mp3,12B - Energy 5,2003,-11.4 dB,5,7,0
Both (Remix) (Intro Dirty),Gucci Mane ft Drake & Lil Wayne,140,6A,Hip Hop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Gucci Mane ft Drake & Lil Wayne - Both (Remix) (Intro Dirty)_pn.mp3,6A - Energy 6,2017,-12.8 dB,6,8,0
2 Step (Remix) (E-40 Verse Only) (Intro Dirty),"Unk ft T-Pain, Jim Jones & E-40",154,8A,Hip Hop,,www.bpmsupreme.com,1/22/2022,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Unk ft T-Pain, Jim Jones & E-40 - 2 Step (Remix) (E-40 Verse Only) (Intro Dirty)_pn.mp3",8A - Energy 6,2007,-12.8 dB,6,3,0
Set The Roof (Intro Dirty),Rae Sremmurd ft Lil Jon,97,4A,Hip Hop,,www.bpmsupreme.com,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Rae Sremmurd ft Lil Jon - Set The Roof (Intro Dirty)_pn.mp3,4A - Energy 6,2016,-12.9 dB,6,8,0
"Ungli|Emraan,Shraddha Kapoor|Vishal Dadlani,Anushka Manchanda",Dance Basanti Lyric Video,107,7A,,,,1/13/2023,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\Indian Songs Unfixed\Indian Songs Fixed\Dance Basanti Lyric Video - Ungli_Emraan,Shraddha Kapoor_Vishal Dadlani,Anushka Manchanda_pn.mp3",7A - Energy 5 - www.mediahuman.com,,-13.2 dB,5,4,0
Come As You Are,Nirvana,120,9A,,,,12/24/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs from Spotify 2\Songs from Spotify 2 Fixed\Nirvana - Come As You Are_pn.mp3,9A - Energy 6 - www.mediahuman.com,,-13.0 dB,6,5,0
"Further Up (Na, Na, Na, Na, Na) - KidCutUp Acap Intro",Static & Ben El ft. Pitbull,100,12A,Pop,,,1/22/2022,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Static & Ben El - Further Up (Na, Na, Na, Na, Na) - KidCutUp Acap Intro_pn.mp3",12A - Energy 7,2020,-12.8 dB,7,8,0
Everlong,Foo Fighters,79,10A,,,,2/25/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\SAS LT\Foo Fighters - Everlong_pn.mp3,10A - Energy 6 - www.mediahuman.com,,-12.9 dB,6,4,0
Read My Mind (Steve Bays Remix),The Killers,132,3B,Other,Read My Mind,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\The Killers - Read My Mind (Steve Bays Remix)_pn.mp3,3B - Energy 8 - www.mediahuman.com,2007,-12.9 dB,8,8,0
So Am I (Quick Hit Clean),Ava Max,130,1A,Pop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Ava Max - So Am I (Quick Hit Clean)_pn.mp3,1A - Energy 7,2019,-12.7 dB,7,5,0
Flashing Lights (Intro Dirty),Kanye West,90,11A,Hip Hop,,www.bpmsupreme.com,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Kanye West - Flashing Lights (Intro Dirty)_pn.mp3,11A - Energy 7,,-12.8 dB,7,3,0
Last Night (Quick Hit Dirty),Keyshia Cole & Diddy,121,3A,R&B,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Keyshia Cole & Diddy - Last Night (Quick Hit Dirty)_pn.mp3,3A - Energy 7,2006,-13.1 dB,7,8,0
La Musa,Maxsuel,101,6A,,La Musa,,10/26/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Maxsuel - La Musa_pn.mp3,6A - Energy 6 - www.mediahuman.com,2024,-12.7 dB,6,8,0
Danger (Been So Long) ft. Nivea,Mystikal,98,6A,,,,12/19/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs From Spotify\Songs From Spotify Fixed\Mystikal - Danger (Been So Long) ft. Nivea_pn.mp3,6A - Energy 6 - www.mediahuman.com,,-13.7 dB,6,8,0
Heads Will Roll (Quick Hit Clean),Yeah Yeah Yeahs,132,1A,Alternative,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Yeah Yeah Yeahs - Heads Will Roll (Quick Hit Clean)_pn.mp3,1A - Energy 8,2017,-13.0 dB,8,8,0
Lose My Mind (Intro Dirty),Young Jeezy ft Plies,155,10A,Hip Hop,,www.bpmsupreme.com,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Young Jeezy ft Plies - Lose My Mind (Intro Dirty)_pn.mp3,10A - Energy 6,,-12.9 dB,6,8,0
Don't You (Forget About Me) (12'' Original Version),Simple Minds,111,9A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Simple Minds - Don't You (Forget About Me) (12'' Original Version)_pn.mp3,9A - Energy 5 - www.mediahuman.com,,-13.1 dB,5,8,0
Auto Blu feat Eiffel 65 Prod. Adam11 (Audio),Shiva,130,6A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Shiva - Auto Blu feat Eiffel 65 Prod. Adam11 (Audio)_pn.mp3,6A - Energy 6 - www.mediahuman.com,,-13.0 dB,6,7,0
Realer N Realer,"Future, Juice WRLD",148,2A,,,,12/29/2023,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Future, Juice WRLD - Realer N Realer_pn.mp3",2A - Energy 5 - www.mediahuman.com,,-13.0 dB,5,8,0
Spaceman (Original Mix),Hardwell,128,2A,,,,12/19/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs From Spotify\Songs From Spotify Fixed\Hardwell - Spaceman (Original Mix)_pn.mp3,2A - Energy 7 - www.mediahuman.com,,-12.8 dB,7,8,0
Major Lazer,KSHMR & Quarterhead,122,11A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\KSHMR & Quarterhead - Major Lazer_pn.mp3,11A - Energy 6 - www.mediahuman.com,,-12.9 dB,6,8,0
Walk It Talk It (Quick Hit Dirty),Migos ft Drake,146,7A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Migos ft Drake - Walk It Talk It (Quick Hit Dirty)_pn.mp3,7A - Energy 4,2018,-12.9 dB,4,6,0
Policy of Truth               ,Depeche Mode                  ,113,5A,Other,                              ,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Depeche Mode - Policy of Truth_pn.mp3,5A - Energy 7 - Energy 7                              ,,-12.9 dB,7,7,0
Mi Gente (Remix) (Quick Hit Clean),J Balvin Y Willy William ft Beyonce,105,9A,Latin Pop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\J Balvin Y Willy William ft Beyonce - Mi Gente (Remix) (Quick Hit Clean)_pn.mp3,9A - Energy 6,2017,-12.9 dB,6,5,0
Never Gonna Say I'm Sorry (Quick Hit Clean),Ace Of Base,99,10A,Pop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Ace Of Base - Never Gonna Say I'm Sorry (Quick Hit Clean)_pn.mp3,10A - Energy 5,1995,-12.7 dB,5,6,0
Beep Beep (Remix) (Intro Dirty),Nicki Minaj ft 50 Cent,83,4A,Hip Hop,,,1/13/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Nicki Minaj ft 50 Cent - Beep Beep (Remix) (Intro Dirty)_pn.mp3,4A - Energy 6,2023,-13.4 dB,6,7,0
HATE 2 LUV U,AViVA,80,12B,,,,11/26/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\AViVA - HATE 2 LUV U_pn.mp3,12B - Energy 7 - www.mediahuman.com,,-12.9 dB,7,8,0
Die For A Man (Intro Dirty),Bebe Rexha ft Lil Uzi Vert,90,9A,Pop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Bebe Rexha ft Lil Uzi Vert - Die For A Man (Intro Dirty)_pn.mp3,9A - Energy 6,2021,-12.8 dB,6,8,0
The Sweet Escape (Quick Hit Clean),Gwen Stefani ft Akon,120,3B,Pop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Gwen Stefani ft Akon - The Sweet Escape (Quick Hit Clean)_pn.mp3,3B - Energy 7,2006,-12.9 dB,7,5,0
Risky Business,ZHU,123,9A,,,,2/24/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\ZHU - Risky Business_pn.mp3,9A - Energy 6 - www.mediahuman.com,,-13.3 dB,6,7,0
Niggas In Paris (Quick Hit Dirty),Jay-Z & Kanye West,140,4A,Hip Hop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Jay-Z & Kanye West - Niggas In Paris (Quick Hit Dirty)_pn.mp3,4A - Energy 7,2011,-12.7 dB,7,8,0
Waves (Robin Schulz Remix Radio Edit),Mr. Probz,120,4A,,,,12/29/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Mr. Probz - Waves (Robin Schulz Remix Radio Edit)_pn.mp3,4A - Energy 6 - www.mediahuman.com,,-13.0 dB,6,8,0
Stop Breathing,Roddy Ricch,158,7A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Roddy Ricch - Stop Breathing_pn.mp3,7A - Energy 5 - www.mediahuman.com,,-12.8 dB,5,8,0
Ambition For Cash (Audio),Key Glock,149,7A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Key Glock - Ambition For Cash (Audio)_pn.mp3,7A - Energy 6 - www.mediahuman.com,,-12.9 dB,6,7,0
Let's Get It Started (Quick Hit Dirty),The Black Eyed Peas,105,10A,Pop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\The Black Eyed Peas - Let's Get It Started (Quick Hit Dirty)_pn.mp3,10A - Energy 8,2005,-13.4 dB,8,4,0
Sunday Best,Surfaces,112,6A,,,,2/25/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\SAS LT\Surfaces - Sunday Best_pn.mp3,6A - Energy 7 - www.mediahuman.com,,-13.4 dB,7,8,0
Fantasy,Mariah Carey,102,9A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Mariah Carey - Fantasy_pn.mp3,9A - Energy 8 - www.mediahuman.com,,-13.4 dB,8,8,0
RAGE w/ Lukrative,paaus,148,7A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\paaus - RAGE w_ Lukrative_pn.mp3,7A - Energy 6 - www.mediahuman.com,,-13.1 dB,6,8,0
Night In,Brittney Spencer,85,9B,,,,1/13/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Brittney Spencer - Night In_pn.mp3,9B - Energy 7 - www.mediahuman.com,,-12.9 dB,7,8,0
Let's Call It Off (Quick Hit Dirty),Drake ft Peter Bjorn & John,127,11B,R&B,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Drake ft Peter Bjorn & John - Let's Call It Off (Quick Hit Dirty)_pn.mp3,11B - Energy 7,2009,-12.7 dB,7,7,0
Lace It (Quick Hit Dirty),"Juice WRLD, Eminem & Benny Blanco",80,10A,Hip Hop,,,12/25/2023,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Juice WRLD, Eminem & Benny Blanco - Lace It (Quick Hit Dirty)_pn.mp3",10A - Energy 5,2023,-13.0 dB,5,7,0
alt-J (∆) Breezeblocks,,150,7A,,,,2/25/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\SAS LT\alt-J (∆) Breezeblocks_pn.mp3,7A - Energy 5 - www.mediahuman.com,,-12.9 dB,5,8,0
Trap Mix | Asha Bhosle | R.D. Burman | Saurabh Gaikwad,Piya Tu Ab Toh Aaja,120,9A,,,,11/4/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Piya Tu Ab Toh Aaja - Trap Mix _ Asha Bhosle _ R.D. Burman _ Saurabh Gaikwad_pn.mp3,9A - Energy 5 - www.mediahuman.com,,-13.3 dB,5,6,0
Time Of Our Lives,Pitbull ft. Ne-Yo,124,4A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Pitbull ft. Ne-Yo - Time Of Our Lives_pn.mp3,4A - Energy 7 - www.mediahuman.com,,-12.8 dB,7,8,0
Me and My Broken Heart,Rixton,87,5A,,,,4/9/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Rixton - Me and My Broken Heart_pn.mp3,5A - Energy 7 - www.mediahuman.com,,-13.0 dB,7,8,0
Hard To Handle (Intro Dirty),Young Scooter & Future,147,12A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Young Scooter & Future - Hard To Handle (Intro Dirty)_pn.mp3,12A - Energy 7,2023,-12.7 dB,7,5,0
Team,Lorde,125,2B,,,,2/18/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Lorde - Team_pn.mp3,2B - Energy 7 - www.mediahuman.com,,-13.1 dB,7,7,0
"The Cup of Life (The Official Song of the World Cup, France '98) (Remix - English Radio Edit)",Ricky Martin,127,5A,,Music Of The World Cup - Allez! Ola! Olé!,,12/19/2022,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs From Spotify\Songs From Spotify Fixed\Ricky Martin - The Cup of Life (The Official Song of the World Cup, France '98) (Remix - English Radio Edit)_pn.mp3",5A - Energy 8 - www.mediahuman.com,1998,-13.2 dB,8,7,0
Enemies,"KSHMR, Hanumankind, & Yashraj",82,7A,,KARAM,,4/28/2025,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\KSHMR, Hanumankind, & Yashraj - Enemies_pn.mp3",7A - Energy 7 - www.mediahuman.com,2023,-11.3 dB,7,7,0
Say My Name (BPM Supreme Edit) (Dirty),David Guetta ft J Balvin Y Bebe Rexha vs Ella Mai,95,3A,Pop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\David Guetta ft J Balvin Y Bebe Rexha vs Ella Mai - Say My Name (BPM Supreme Edit) (Dirty)_pn.mp3,3A - Energy 5,2018,-12.9 dB,5,8,0
L'Amour Toujours (DJ Flip & Fallenius Trap Edit) (Clean) (Short Edit),Gigi D'Agostino,140,5A,Trap,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Gigi D'Agostino - L'Amour Toujours (DJ Flip & Fallenius Trap Edit) (Clean) (Short Edit)_pn.mp3,5A - Energy 8,2018,-13.3 dB,8,6,0
Hotel Window,binki,158,7B,Other,Hotel Window,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\binki - Hotel Window_pn.mp3,7B - Energy 7 - www.mediahuman.com,2023,-12.8 dB,7,8,0
"I'm Bout It, Bout It (Quick Hit Dirty)",Master P ft Mia X,150,9A,Hip Hop,,,10/28/2023,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Master P ft Mia X - I'm Bout It, Bout It (Quick Hit Dirty)_pn.mp3",9A - Energy 6,1995,-12.8 dB,6,8,0
Garth Brooks,Friends in Low Places,133,11B,,,,5/12/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Friends in Low Places - Garth Brooks_pn.mp3,11B - Energy 4 - www.mediahuman.com,,-13.1 dB,4,8,0
Like A Prayer ft. Charla K,"Galwaro, LIZOT, Gabry Ponte",125,7B,,,,12/19/2022,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs From Spotify\Songs From Spotify Fixed\Galwaro, LIZOT, Gabry Ponte - Like A Prayer ft. Charla K_pn.mp3",7B - Energy 7 - www.mediahuman.com,,-12.8 dB,7,7,0
Drive Slow (Instrumental),Kanye West ft Paul Wall & GLC,88,2A,Hip Hop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Kanye West ft Paul Wall & GLC - Drive Slow (Instrumental)_pn.mp3,2A - Energy 6,2005,-12.8 dB,6,8,0
Girls (BPM Supreme Edit) (Dirty),"Rita Ora ft Cardi B, Bebe Rexha & Charli XCX vs Shakira",94,12B,Pop,,,8/5/2023,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Rita Ora ft Cardi B, Bebe Rexha & Charli XCX vs Shakira - Girls (BPM Supreme Edit) (Dirty)_pn.mp3",12B - Energy 7,2018,-12.8 dB,7,8,0
Notorious Thugs (Intro Dirty),The Notorious B.I.G. ft Bone Thugs N Harmony,155,9A,Hip Hop,,www.bpmsupreme.com,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\The Notorious B.I.G. ft Bone Thugs N Harmony - Notorious Thugs (Intro Dirty)_pn.mp3,9A - Energy 7 - www.bpmsupreme.com,,-13.2 dB,7,6,0
Work It (Intro Dirty),Missy Elliot,102,5A,Hip Hop,,www.bpmsupreme.com,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Missy Elliot - Work It (Intro Dirty)_pn.mp3,5A - Energy 6,,-13.1 dB,6,8,0
Beginning To Get To Me,Snow Patrol,138,12B,Rock,Eyes Open,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Snow Patrol - Beginning To Get To Me_pn.mp3,12B - Energy 7 - I AM GOD,2006,-12.8 dB,7,3,0
Distant Memory,R3HAB x Timmy Trumpet x W&W,128,9B,,,,12/19/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs From Spotify\Songs From Spotify Fixed\R3HAB x Timmy Trumpet x W&W - Distant Memory_pn.mp3,9B - Energy 7 - www.mediahuman.com,,-13.1 dB,7,5,0
She Will [Remix] [Intro Dirty],Lil' Wayne ft. T.I. & Drake,152,6A,Hip Hop,BPMsupreme.com,www.BPMsupreme.com,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\She Will [Remix] [Intro Dirty]_pn.mp3,6A - Energy 7 - BPMsupreme.com,,-12.7 dB,7,8,0
Kyoto,Phoebe Bridgers,131,1B,,,,2/25/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\SAS LT\Phoebe Bridgers - Kyoto_pn.mp3,1B - Energy 6 - www.mediahuman.com,,-12.9 dB,6,8,0
Toxic Freestyle (Lyrics),Songer,143,5A,,,,1/13/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Songer - Toxic Freestyle (Lyrics)_pn.mp3,5A - Energy 8 - www.mediahuman.com,,-13.0 dB,8,3,0
Over The Top (BPM Supreme 125-70 Transition) (Dirty Extended),Smiley ft Drake,125,10A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Smiley ft Drake - Over The Top (BPM Supreme 125-70 Transition) (Dirty Extended)_pn.mp3,10A - Energy 4,2021,-12.8 dB,4,8,0
Malibu (Lost Frequencies Remix) (Audio),Miley Cyrus,126,4A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Miley Cyrus - Malibu (Lost Frequencies Remix) (Audio)_pn.mp3,4A - Energy 5 - www.mediahuman.com,,-13.0 dB,5,7,0
Sittin' Sidewayz (Intro Dirty),Paul Wall ft Big Pokey,80,1A,Hip Hop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Paul Wall ft Big Pokey - Sittin' Sidewayz (Intro Dirty)_pn.mp3,1A - Energy 6,2005,-12.9 dB,6,8,0
Drive,Incubus,91,9A,,,,12/24/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs from Spotify 2\Songs from Spotify 2 Fixed\Incubus - Drive_pn.mp3,9A - Energy 4 - www.mediahuman.com,,-12.9 dB,4,8,0
Boom Boom Pow (Quick Hit Dirty),The Black Eyed Peas,130,8A,Hip Hop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\The Black Eyed Peas - Boom Boom Pow (Quick Hit Dirty)_pn.mp3,8A - Energy 5,2009,-13.0 dB,5,5,0
Talk To Me (Remix) (feat. Lil Wayne),Rich The Kid & Tory Lanez,80,10A,,,,12/14/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Nick Megha open dance floor (fixed)\Rich The Kid & Tory Lanez - Talk To Me (Remix) (feat. Lil Wayne)_pn.mp3,10A - Energy 6 - www.mediahuman.com,,-10.9 dB,6,8,0
